GID	GENE_NAME	TYPE	ASPGD_ID	DESCRIPTION	KEGG_ID	NCBI_ID
AN3251	AN3251	ORF|Uncharacterized	ASPL0000036227	Ortholog of Aspergillus versicolor : Aspve1_0180870 and Aspergillus sydowii : Aspsy1_0040252	AN3251.2	2874080
AN3252	AN3252	ORF|Verified	ASPL0000040650	Protein with homology to entkaurene synthases; predicted backbone enzyme of a secondary metabolism gene cluster	AN3252.2	2873836
AN3253	CYP649A1	ORF|Uncharacterized	ASPL0000036992	Putative cytochrome P450; predicted secondary metabolism gene cluster member	AN3253.2	2874199
AN3254	AN3254	ORF|Uncharacterized	ASPL0000041388	Predicted transmembrane transporter; predicted secondary metabolism gene cluster member	AN3254.2	2874201
AN3255	AN3255	ORF|Uncharacterized	ASPL0000037663	Predicted glutathione peroxidase; predicted secondary metabolism gene cluster member	AN3255.2	2874200
AN3256	CYP648A1	ORF|Uncharacterized	ASPL0000034329	Putative cytochrome P450; predicted secondary metabolism gene cluster member	AN3256.2	2874198
AN3257	AN3257	ORF|Uncharacterized	ASPL0000038486	Protein of unknown function; predicted secondary metabolism gene cluster member	AN3257.2	2874396
AN3258	AN3258	ORF|Uncharacterized	ASPL0000034986	Ortholog of A. fumigatus Af293 : Afu8g07090, A. niger CBS 513.88 : An05g02250, A. oryzae RIB40 : AO090001000070, Neosartorya fischeri NRRL 181 : NFIA_099870 and Aspergillus clavatus NRRL 1 : ACLA_017870	AN3258.2	2874398
AN3259	AN3259	ORF|Uncharacterized	ASPL0000039337	Ortholog of A. oryzae RIB40 : AO090011000035, Aspergillus flavus NRRL 3357 : AFL2T_04841, Aspergillus versicolor : Aspve1_0040331 and Aspergillus sydowii : Aspsy1_0029969	AN3259.2	2874202
AN3261	AN3261	ORF|Uncharacterized	ASPL0000036974	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	AN3261.2	2874248
AN3262	AN3262	ORF|Uncharacterized	ASPL0000041372	Ortholog of Aspergillus glaucus : Aspgl1_0062845, Aspgl1_0155124, Aspergillus versicolor : Aspve1_0149729 and Aspergillus sydowii : Aspsy1_0067279	AN3262.2	2874243
AN3263	AN3263	ORF|Uncharacterized	ASPL0000037661	Protein of unknown function	AN3263.2	2874242
AN3264	xtrB	ORF|Uncharacterized	ASPL0000034323	Putative xylose transporter	AN3264.2	2874245
AN3265	apyA	ORF|Uncharacterized	ASPL0000038470	Arrestin domains and PY motif-containing protein with homology to Saccharomyces cerevisiae Rod1p and Rog3p proteins	AN3265.2	2874246
AN3267	AN3267	ORF|Uncharacterized	ASPL0000039311	Protein of unknown function	AN3267.2	2874268
AN3269	AN3269	ORF|Uncharacterized	ASPL0000040077	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	AN3269.2	2874501
AN3270	AN3270	ORF|Uncharacterized	ASPL0000041352	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	AN3270.2	2874505
AN3271	AN3271	ORF|Uncharacterized	ASPL0000037653	Protein of unknown function	AN3271.2	2874503
AN3272	CYP667A1	ORF|Uncharacterized	ASPL0000034317	Putative cytochrome P450	AN3272.2	2874504
AN3273	AN3273	ORF|Uncharacterized	ASPL0000038460	Putative polketide synthase	AN3273.2	2874502
AN3275	CYP567E1	ORF|Uncharacterized	ASPL0000039285	Putative cytochrome P450	AN3275.2	2874433
AN3276	AN3276	ORF|Uncharacterized	ASPL0000035690	Putative Type II fatty acid synthase with a predicted role in mitochondrial fatty acid formation	AN3276.2	2874436
AN3277	AN3277	ORF|Uncharacterized	ASPL0000040055	Has domain(s) with predicted magnesium ion binding, terpene synthase activity	AN3277.2	2874434
AN3278	AN3278	ORF|Uncharacterized	ASPL0000036416	Ortholog(s) have role in alkaloid biosynthetic process, ergot alkaloid biosynthetic process, secondary metabolite biosynthetic process	AN3278.2	2874190
AN3279	AN3279	ORF|Uncharacterized	ASPL0000040892	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN3279.2	2874192
AN3280	AN3280	ORF|Uncharacterized	ASPL0000034311	Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	AN3280.2	2874194
AN3281	CYP567D1	ORF|Uncharacterized	ASPL0000038440	Putative cytochrome P450	AN3281.2	2874191
AN3282	AN3282	ORF|Uncharacterized	ASPL0000034980	Protein of unknown function	AN3282.2	2874195
AN3283	AN3283	ORF|Uncharacterized	ASPL0000039281	Has domain(s) with predicted catalytic activity and role in nucleoside metabolic process	AN3283.2	2874193
AN3284	AN3284	ORF|Uncharacterized	ASPL0000035684	Ortholog of A. fumigatus Af293 : Afu4g07467, A. niger CBS 513.88 : An12g05240, An04g01840, A. oryzae RIB40 : AO090020000271, AO090103000196 and Aspergillus wentii : Aspwe1_0034590, Aspwe1_0053489	AN3284.2	2874094
AN3285	AN3285	ORF|Uncharacterized	ASPL0000040047	Ortholog of A. fumigatus Af293 : Afu4g01270, Neosartorya fischeri NRRL 181 : NFIA_044020, Aspergillus versicolor : Aspve1_0066429 and Aspergillus fumigatus A1163 : AFUB_101760	AN3285.2	2874095
AN3286	AN3286	ORF|Uncharacterized	ASPL0000036412	Ortholog of A. nidulans FGSC A4 : AN10390, A. fumigatus Af293 : Afu4g01280, Afu5g00830, A. niger CBS 513.88 : An12g00980, An11g04090, An06g00150 and A. oryzae RIB40 : AO090138000050, AO090010000179	AN3286.2	2874097
AN3287	AN3287	ORF|Uncharacterized	ASPL0000040874	Has domain(s) with predicted role in transmembrane transport and membrane localization	AN3287.2	2874096
AN3290	AN3290	ORF|Uncharacterized	ASPL0000034962	Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization	AN3290.2	2873916
AN3291	AN3291	ORF|Uncharacterized	ASPL0000039275	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN3291.2	2873918
AN3292	AN3292	ORF|Uncharacterized	ASPL0000035678	Protein of unknown function	AN3292.2	2873915
AN3293	AN3293	ORF|Uncharacterized	ASPL0000040045	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN3293.2	2873767
AN3294	AN3294	ORF|Verified	ASPL0000036398	Protein with acetylxylan esterase activity, involved in degradation of xylans	AN3294.2	2873768
AN3295	AN3295	ORF|Uncharacterized	ASPL0000040870	Ortholog of A. fumigatus Af293 : Afu8g00470, A. oryzae RIB40 : AO090010000638, Neosartorya fischeri NRRL 181 : NFIA_093950 and Aspergillus versicolor : Aspve1_0044578	AN3295.2	2873761
AN3296	AN3296	ORF|Uncharacterized	ASPL0000037115	Has domain(s) with predicted 2 iron, 2 sulfur cluster binding, oxidoreductase activity and role in oxidation-reduction process	AN3296.2	2873764
AN3297	manB	ORF|Verified	ASPL0000041578	Protein with endo-beta-(1,4)-mannanase activity, involved in degradation of mannans	AN3297.2	2873762
AN3298	AN3298	ORF|Uncharacterized	ASPL0000037865	Has domain(s) with predicted protein disulfide oxidoreductase activity	AN3298.2	2873765
AN3299	AN3299	ORF|Uncharacterized	ASPL0000034508	Ortholog of A. fumigatus Af293 : Afu2g00590, A. niger CBS 513.88 : An07g01100, A. oryzae RIB40 : AO090103000485, Aspergillus wentii : Aspwe1_0026517 and Aspergillus sydowii : Aspsy1_0029988	AN3299.2	2873766
AN3300	AN3300	ORF|Uncharacterized	ASPL0000037187	Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	AN3300.2	2873763
AN3301	AN3301	ORF|Uncharacterized	ASPL0000033903	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	AN3301.2	2874485
AN3302	artF	ORF|Uncharacterized	ASPL0000037945	Arrestin-like protein	AN3302.2	2874480
AN3303	AN3303	ORF|Uncharacterized	ASPL0000034560	Ortholog of A. nidulans FGSC A4 : AN3346, AN3348, AN2044, AN8727 and A. fumigatus Af293 : Afu4g10080, Afu7g00420, Afu8g06100, Afu4g01242	AN3303.2	2874481
AN3304	AN3304	ORF|Uncharacterized	ASPL0000038750	Putative GABA transporter; transcript repressed by light in developmentally competent mycelia	AN3304.2	2874482
AN3305	AN3305	ORF|Uncharacterized	ASPL0000035237	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN3305.2	2874484
AN3306	AN3306	ORF|Uncharacterized	ASPL0000039655	Protein of unknown function	AN3306.2	2874483
AN3307	agsB	ORF|Verified	ASPL0000036014	Catalytic subunit of the major alpha-1,3 glucan synthase complex; mutants grow as dispersed hyphae in liquid culture	AN3307.2	2874399
AN3308	amyD	ORF|Uncharacterized	ASPL0000040424	Putative alpha-amylase with a predicted role in starch metabolism; predicted glycosyl phosphatidylinositol (GPI)-anchor	AN3308.2	2874400
AN3309	amyG	ORF|Uncharacterized	ASPL0000036784	Putative alpha-amylase with a predicted role in starch metabolism	AN3309.2	2874353
AN3310	AN3310	ORF|Uncharacterized	ASPL0000037931	Predicted glycosylphosphatidylinositol (GPI)-anchored protein	AN3310.2	2874355
AN3311	AN3311	ORF|Uncharacterized	ASPL0000034554	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	AN3311.2	2874356
AN3312	AN3312	ORF|Uncharacterized	ASPL0000038736	Putative L-xylulose reductase	AN3312.2	2874352
AN3313	AN3313	ORF|Uncharacterized	ASPL0000035233	Putative methyltransferase with a predicted role in histidine metabolism; ribosomal RNA adenine dimethylase; expression reduced after exposure to farnesol	AN3313.2	2873813
AN3314	AN3314	ORF|Uncharacterized	ASPL0000039629	Has domain(s) with predicted carbon-sulfur lyase activity and role in metabolic process	AN3314.2	2874357
AN3315	AN3315	ORF|Uncharacterized	ASPL0000035974	Protein of unknown function	AN3315.2	2873812
AN3316	AN3316	ORF|Uncharacterized	ASPL0000040378	Protein of unknown function	AN3316.2	2873816
AN3317	AN3317	ORF|Uncharacterized	ASPL0000036756	Protein of unknown function	AN3317.2	2874354
AN3318	AN3318	ORF|Uncharacterized	ASPL0000041190	Has domain(s) with predicted zinc ion binding activity and role in lipid metabolic process	AN3318.2	2874107
AN3321	AN3321	ORF|Uncharacterized	ASPL0000035227	Has domain(s) with predicted aspartic-type endopeptidase activity and role in proteolysis	AN3321.2	2873815
AN3322	AN3322	ORF|Uncharacterized	ASPL0000039621	Ortholog of A. fumigatus Af293 : Afu5g14570, Neosartorya fischeri NRRL 181 : NFIA_072390 and Aspergillus fumigatus A1163 : AFUB_062250	AN3322.2	2873868
AN3323	AN3323	ORF|Uncharacterized	ASPL0000035968	Protein of unknown function	AN3323.2	2873866
AN3324	AN3324	ORF|Uncharacterized	ASPL0000040352	Protein of unknown function	AN3324.2	2873814
AN3325	AN3325	ORF|Uncharacterized	ASPL0000036732	Protein of unknown function	AN3325.2	2874219
AN3326	AN3326	ORF|Uncharacterized	ASPL0000041170	Putative enodomannanase	AN3326.2	2873867
AN3327	AN3327	ORF|Uncharacterized	ASPL0000037475	Protein of unknown function	AN3327.2	2874218
AN3328	AN3328	ORF|Uncharacterized	ASPL0000034159	Has domain(s) with predicted GTP binding activity	AN3328.2	2874221
AN3329	AN3329	ORF|Uncharacterized	ASPL0000038237	Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport	AN3329.2	2874222
AN3330	AN3330	ORF|Uncharacterized	ASPL0000039605	Protein of unknown function	AN3330.2	2874130
AN3331	AN3331	ORF|Uncharacterized	ASPL0000035966	Has domain(s) with predicted catalytic activity, metal ion binding, phosphoric diester hydrolase activity	AN3331.2	2874133
AN3332	AN3332	ORF|Uncharacterized	ASPL0000040344	Protein of unknown function	AN3332.2	2874132
AN3333	AN3333	ORF|Uncharacterized	ASPL0000036730	Has domain(s) with predicted oxidoreductase activity	AN3333.2	2874223
AN3334	AN3334	ORF|Uncharacterized	ASPL0000041152	Protein of unknown function	AN3334.2	2874135
AN3335	AN3335	ORF|Uncharacterized	ASPL0000037449	Ortholog of A. fumigatus Af293 : Afu3g02190, Neosartorya fischeri NRRL 181 : NFIA_074460, Aspergillus fumigatus A1163 : AFUB_046180 and Aspergillus terreus NIH2624 : ATET_00879	AN3335.2	2874134
AN3336	AN3336	ORF|Uncharacterized	ASPL0000034143	Putative enodomannanase	AN3336.2	2874131
AN3337	plyE	ORF|Verified	ASPL0000038223	Protein with pectate lyase activity, involved in degradation of pectin	AN3337.2	2874186
AN3338	AN3338	ORF|Uncharacterized	ASPL0000034788	Protein of unknown function	AN3338.2	2874187
AN3339	AN3339	ORF|Uncharacterized	ASPL0000039071	Has domain(s) with predicted oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups, zinc ion binding activity and role in oxidation-reduction process	AN3339.2	2874188
AN3340	AN3340	ORF|Uncharacterized	ASPL0000040330	Protein of unknown function; transcript is induced by nitrate	AN3340.2	2874189
AN3341	AN3341	ORF|Uncharacterized	ASPL0000036722	Ortholog(s) have role in chromate transport	AN3341.2	2874220
AN3342	AN3342	ORF|Uncharacterized	ASPL0000041136	Ortholog of A. nidulans FGSC A4 : AN10302, AN4609, A. fumigatus Af293 : Afu7g06670, A. niger CBS 513.88 : An04g04320, An16g05670, An04g03250 and A. oryzae RIB40 : AO090011000012	AN3342.2	2874016
AN3344	ngn27	ORF|Uncharacterized	ASPL0000034117	Putative GNAT-type acetyltransferase	AN3344.2	2874017
AN3345	AN3345	ORF|Uncharacterized	ASPL0000038185	Has domain(s) with predicted amino acid transmembrane transporter activity, role in amino acid transmembrane transport and membrane localization	AN3345.2	2874015
AN3346	AN3346	ORF|Uncharacterized	ASPL0000034776	Ortholog of A. nidulans FGSC A4 : AN3303, AN3348, AN2044, AN8727 and A. fumigatus Af293 : Afu4g10080, Afu7g00420, Afu8g06100, Afu4g01242	AN3346.2	2873742
AN3347	AN3347	ORF|Uncharacterized	ASPL0000039045	Putative amino acid transporter; expression reduced after exposure to farnesol	AN3347.2	2873740
AN3348	AN3348	ORF|Uncharacterized	ASPL0000035422	Ortholog of A. nidulans FGSC A4 : AN3303, AN3346, AN2044, AN8727 and A. fumigatus Af293 : Afu4g10080, Afu7g00420, Afu8g06100, Afu4g01242	AN3348.2	2873743
AN3349	CYP659A1	ORF|Uncharacterized	ASPL0000039856	Putative cytochrome P450	AN3349.2	2873744
AN3351	AN3351	ORF|Verified	ASPL0000037425	Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding activity and role in oxidation-reduction process	AN3351.2	2873741
AN3352	furC	ORF|Uncharacterized	ASPL0000034109	Protein with homology to the Saccharomyces cerevisiae uracil transporter Fur4p; mutant is unaffected in uracil transport in A. nidulans	AN3352.2	2874250
AN3353	AN3353	ORF|Uncharacterized	ASPL0000038177	Protein of unknown function	AN3353.2	2873754
AN3354	AN3354	ORF|Uncharacterized	ASPL0000034760	Has domain(s) with predicted hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds activity and role in carbohydrate metabolic process	AN3354.2	2874249
AN3355	AN3355	ORF|Uncharacterized	ASPL0000039017	Ortholog(s) have fibrinogen binding activity	AN3355.2	2873755
AN3356	AN3356	ORF|Uncharacterized	ASPL0000035408	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	AN3356.2	2874346
AN3357	AN3357	ORF|Uncharacterized	ASPL0000039844	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	AN3357.2	2874251
AN3358	AN3358	ORF|Verified	ASPL0000036201	Protein with endo-beta-(1,4)-mannanase activity, involved in degradation of mannans	AN3358.2	2874351
AN3359	AN3359	ORF|Uncharacterized	ASPL0000040627	Has domain(s) with predicted role in transmembrane transport and membrane localization	AN3359.2	2874348
AN3360	AN3360	ORF|Uncharacterized	ASPL0000034103	Has domain(s) with predicted hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process	AN3360.2	2873756
AN3361	nopA	ORF|Uncharacterized	ASPL0000038167	Bacterial rhodopsin family G-protein coupled receptor-like protein	AN3361.2	2874292
AN3363	bimC	ORF|Verified	ASPL0000039007	Kinesin-family protein required for the normal completion of mitosis; required for separation of mitotic spindle pole bodies	AN3363.2	2874347
AN3366	AN3366	ORF|Uncharacterized	ASPL0000036195	Ortholog of Aspergillus versicolor : Aspve1_0051963 and Aspergillus sydowii : Aspsy1_0088131	AN3366.2	2874295
AN3367	AN3367	ORF|Uncharacterized	ASPL0000040623	Has domain(s) with predicted sequence-specific DNA binding activity	AN3367.2	2874284
AN3368	mndB	ORF|Verified	ASPL0000036954	Protein with beta-mannosidase activity, involved in degradation of mannans; transcriptionally induced by growth on xylose	AN3368.2	2874350
AN3369	clrB	ORF|Verified	ASPL0000041346	Zn(II)2Cys6 transcription factor; regulator of cellulose degradation gene expression; mutant deficient for growth on cellobiose and for xylanase and cellulase activity when pregrown on glucose and shifted to Avicel medium	AN3369.2	2874286
AN3370	AN3370	ORF|Uncharacterized	ASPL0000034754	Ortholog(s) have mannosyltransferase activity, role in GPI anchor biosynthetic process, fungal-type cell wall organization, hyphal growth and glycosylphosphatidylinositol-mannosyltransferase I complex localization	AN3370.2	2874285
