geneId	position	strand	description
B9J08_002960	scaffold00001:789233-789541	-	diphthamide biosynthesis protein 3
B9J08_002961	scaffold00001:790547-791647	+	40S ribosomal protein S8-B
B9J08_002962	scaffold00001:792145-793509	-	hypothetical protein
B9J08_002963	scaffold00001:795164-795237	+	tRNA-Ile
B9J08_002964	scaffold00001:795247-795319	+	tRNA-Ala
B9J08_002965	scaffold00001:795463-797178	-	hypothetical protein
B9J08_002966	scaffold00001:799344-804902	+	hypothetical protein
B9J08_002967	scaffold00001:805126-805437	+	hypothetical protein
B9J08_002968	scaffold00001:805871-806557	-	hypothetical protein
B9J08_002969	scaffold00001:807402-808049	+	hypothetical protein
B9J08_002970	scaffold00001:808161-808616	-	multiprotein-bridging factor 1
B9J08_002971	scaffold00001:809418-810365	+	hypothetical protein
B9J08_002972	scaffold00001:810484-810945	-	methionine-R-sulfoxide reductase
B9J08_002973	scaffold00001:811144-812157	-	hypothetical protein
B9J08_002974	scaffold00001:812438-813964	-	hypothetical protein
B9J08_002975	scaffold00001:814266-815270	-	hypothetical protein
B9J08_002976	scaffold00001:815537-816496	-	hypothetical protein
B9J08_002977	scaffold00001:816929-818398	-	hypothetical protein
B9J08_002978	scaffold00001:819799-821325	+	hypothetical protein
B9J08_002979	scaffold00001:821352-822719	-	hypothetical protein
B9J08_002980	scaffold00001:822818-824614	-	hypothetical protein
B9J08_002981	scaffold00001:825244-825981	+	hypothetical protein
B9J08_002982	scaffold00001:826031-826891	-	hypothetical protein
B9J08_002983	scaffold00001:826988-828091	+	hypothetical protein
B9J08_002984	scaffold00001:828102-829979	-	hypothetical protein
B9J08_002985	scaffold00001:830571-832514	+	hypothetical protein
B9J08_002986	scaffold00001:832523-834613	-	1%2C4-alpha-glucan-branching enzyme
B9J08_002987	scaffold00001:835316-837166	-	hypothetical protein
B9J08_002988	scaffold00001:837329-838756	-	hypothetical protein
B9J08_002989	scaffold00001:838904-840622	-	hypothetical protein
B9J08_002990	scaffold00001:840837-842513	-	hypothetical protein
B9J08_002991	scaffold00001:843058-843528	+	hypothetical protein
B9J08_002992	scaffold00001:843681-844541	-	hypothetical protein
B9J08_002993	scaffold00001:845517-847172	+	hypothetical protein
B9J08_002994	scaffold00001:847214-848137	-	phosphoribosylaminoimidazole-succinocarboxamide synthase
B9J08_002995	scaffold00001:849304-849903	+	adenylyl-sulfate kinase
B9J08_002996	scaffold00001:849973-850665	-	hypothetical protein
B9J08_002997	scaffold00001:850822-852747	-	hypothetical protein
B9J08_002998	scaffold00001:852947-859369	-	hypothetical protein
B9J08_002999	scaffold00001:859518-860555	-	hypothetical protein
B9J08_003000	scaffold00001:860640-862568	-	hypothetical protein
B9J08_003001	scaffold00001:863122-866022	+	hypothetical protein
B9J08_003002	scaffold00001:866288-867484	-	hypothetical protein
B9J08_003003	scaffold00001:868602-869543	+	hypothetical protein
B9J08_003004	scaffold00001:869665-870198	+	hypothetical protein
B9J08_003005	scaffold00001:870421-870669	+	hypothetical protein
B9J08_003006	scaffold00001:870788-871483	-	hypothetical protein
B9J08_003007	scaffold00001:872560-874230	+	hypothetical protein
B9J08_003008	scaffold00001:874407-881584	+	hypothetical protein
B9J08_003009	scaffold00001:881733-882398	+	hypothetical protein
B9J08_003010	scaffold00001:883077-884330	+	hypothetical protein
B9J08_003011	scaffold00001:884494-885030	-	hypothetical protein
B9J08_003012	scaffold00001:885637-886338	+	hypothetical protein
B9J08_003013	scaffold00001:886367-888892	-	DNA repair helicase RAD25
B9J08_003014	scaffold00001:889146-890405	-	hypothetical protein
B9J08_003015	scaffold00001:890786-891856	-	hypothetical protein
B9J08_003016	scaffold00001:892047-894206	-	hypothetical protein
B9J08_003017	scaffold00001:895259-896794	-	hypothetical protein
B9J08_003018	scaffold00001:897615-898430	+	hypothetical protein
B9J08_003019	scaffold00001:898432-900270	-	hypothetical protein
B9J08_003020	scaffold00001:900441-901814	-	hypothetical protein
B9J08_003021	scaffold00001:902681-904177	+	hypothetical protein
B9J08_003022	scaffold00001:904210-905166	-	hypothetical protein
B9J08_003023	scaffold00001:905342-906511	-	60S ribosomal protein L3
B9J08_003024	scaffold00001:907236-908123	+	hypothetical protein
B9J08_003025	scaffold00001:908154-909410	-	hypothetical protein
B9J08_003026	scaffold00001:910738-912063	+	hypothetical protein
B9J08_003027	scaffold00001:912089-912949	-	hypothetical protein
B9J08_003028	scaffold00001:913275-913599	+	hypothetical protein
B9J08_003029	scaffold00001:913970-915022	+	hypothetical protein
B9J08_003030	scaffold00001:915053-915544	-	hypothetical protein
B9J08_003031	scaffold00001:915653-917455	-	hypothetical protein
B9J08_003032	scaffold00001:918542-919771	+	hypothetical protein
B9J08_003033	scaffold00001:920073-922541	+	hypothetical protein
B9J08_003034	scaffold00001:922562-924610	-	hypothetical protein
B9J08_003035	scaffold00001:925122-925832	+	hypothetical protein
B9J08_003036	scaffold00001:926015-927568	+	hypothetical protein
B9J08_003037	scaffold00001:927662-928702	+	hypothetical protein
B9J08_003038	scaffold00001:929295-930764	+	hypothetical protein
B9J08_003039	scaffold00001:930832-931299	-	hypothetical protein
B9J08_003040	scaffold00001:931615-933507	-	hypothetical protein
B9J08_003041	scaffold00001:934792-936102	+	hypothetical protein
B9J08_003042	scaffold00001:936677-938062	+	hypothetical protein
B9J08_003043	scaffold00001:938595-938678	+	tRNA-Leu
B9J08_003044	scaffold00001:938765-940948	+	hypothetical protein
B9J08_003045	scaffold00001:940974-942086	-	hypothetical protein
B9J08_003046	scaffold00001:942614-943666	+	hypothetical protein
B9J08_003047	scaffold00001:943732-944454	-	hypothetical protein
B9J08_003048	scaffold00001:944517-947531	-	hypothetical protein
B9J08_003049	scaffold00001:948062-949639	-	hypothetical protein
B9J08_003050	scaffold00001:951304-953781	+	hypothetical protein
B9J08_003051	scaffold00001:954105-956183	+	hypothetical protein
B9J08_003052	scaffold00001:956277-956348	-	tRNA-Glu
B9J08_003053	scaffold00001:956759-957595	+	hypothetical protein
B9J08_003054	scaffold00001:958040-958777	+	hypothetical protein
B9J08_003055	scaffold00001:958973-959764	+	eukaryotic translation initiation factor 3 subunit G
B9J08_003056	scaffold00001:960904-963507	+	hypothetical protein
B9J08_003057	scaffold00001:963535-966966	-	hypothetical protein
B9J08_003058	scaffold00001:967620-969359	+	hypothetical protein
B9J08_003059	scaffold00001:969583-970812	+	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
B9J08_003060	scaffold00001:970951-972759	-	hypothetical protein
B9J08_003061	scaffold00001:973311-973383	-	tRNA-Thr
B9J08_003062	scaffold00001:973396-973481	-	tRNA-Pseudo
B9J08_003063	scaffold00001:974448-975917	-	hypothetical protein
B9J08_003064	scaffold00001:976755-976826	+	tRNA-Glu
B9J08_003065	scaffold00001:977044-978429	+	hypothetical protein
B9J08_003066	scaffold00001:979008-979454	+	hypothetical protein
B9J08_003067	scaffold00001:979651-981045	-	hypothetical protein
B9J08_003068	scaffold00001:983153-984118	+	hypothetical protein
B9J08_003069	scaffold00001:984256-989253	-	hypothetical protein
B9J08_003070	scaffold00001:989980-990990	-	hypothetical protein
B9J08_003071	scaffold00001:991545-991616	+	tRNA-Asp
B9J08_003072	scaffold00001:991628-991698	+	tRNA-Gly
B9J08_003073	scaffold00001:992180-993046	+	hypothetical protein
B9J08_003074	scaffold00001:993186-994166	+	hypothetical protein
B9J08_003075	scaffold00001:994712-995173	+	hypothetical protein
B9J08_003076	scaffold00001:996887-999886	+	hypothetical protein
B9J08_003077	scaffold00001:1000077-1001138	+	hypothetical protein
B9J08_003078	scaffold00001:1001206-1001859	-	hypoxanthine-guanine phosphoribosyltransferase
B9J08_003079	scaffold00001:1003018-1005726	+	hypothetical protein
B9J08_003080	scaffold00001:1005908-1007544	+	hypothetical protein
B9J08_003081	scaffold00001:1007584-1008564	-	hypothetical protein
B9J08_003082	scaffold00001:1009201-1010064	+	hypothetical protein
B9J08_003083	scaffold00001:1010197-1011042	+	hypothetical protein
B9J08_003084	scaffold00001:1011044-1011967	-	phosphoserine phosphatase SerB
B9J08_003085	scaffold00001:1012224-1013312	-	hypothetical protein
B9J08_003086	scaffold00001:1013987-1015018	-	hypothetical protein
B9J08_003087	scaffold00001:1015164-1016549	-	hypothetical protein
B9J08_003088	scaffold00001:1017977-1019539	+	hypothetical protein
B9J08_003089	scaffold00001:1020179-1020763	+	40S ribosomal protein S24-A
B9J08_003090	scaffold00001:1020956-1023238	-	hypothetical protein
B9J08_003091	scaffold00001:1024056-1025240	+	hypothetical protein
B9J08_003092	scaffold00001:1025788-1027638	+	hypothetical protein
B9J08_003093	scaffold00001:1027843-1028304	+	hypothetical protein
B9J08_003094	scaffold00001:1028638-1031457	+	hypothetical protein
B9J08_003095	scaffold00001:1031625-1033176	-	hypothetical protein
B9J08_003096	scaffold00001:1033448-1033520	-	tRNA-Ala
B9J08_003097	scaffold00001:1033530-1033603	-	tRNA-Ile
B9J08_003098	scaffold00001:1034882-1036273	+	hypothetical protein
B9J08_003099	scaffold00001:1036830-1037822	+	thiamine thiazole synthase
B9J08_003100	scaffold00001:1038150-1040504	+	hypothetical protein
B9J08_003101	scaffold00001:1040667-1041067	+	hypothetical protein
B9J08_003102	scaffold00001:1041428-1042390	+	hypothetical protein
B9J08_003103	scaffold00001:1042521-1043696	+	phosphoserine transaminase
B9J08_003104	scaffold00001:1043824-1045809	+	translation factor GUF1%2C mitochondrial
B9J08_003105	scaffold00001:1045874-1047586	-	threonine ammonia-lyase%2C biosynthetic
B9J08_003106	scaffold00001:1047788-1048993	-	hypothetical protein
B9J08_003107	scaffold00001:1050125-1050726	-	40S ribosomal protein S10-A
B9J08_003108	scaffold00001:1052382-1052453	+	tRNA-Glu
B9J08_003109	scaffold00001:1053875-1055236	+	hypothetical protein
B9J08_003110	scaffold00001:1055754-1055972	+	hypothetical protein
B9J08_003111	scaffold00001:1056385-1057449	-	hypothetical protein
B9J08_003112	scaffold00001:1059972-1060883	+	hypothetical protein
B9J08_003113	scaffold00001:1061260-1063668	+	hypothetical protein
B9J08_003114	scaffold00001:1063681-1070751	-	hypothetical protein
B9J08_003115	scaffold00001:1070903-1071211	-	cyclin-dependent kinase regulatory subunit
B9J08_003116	scaffold00001:1071425-1072867	+	hypothetical protein
B9J08_003117	scaffold00001:1072891-1073592	-	hypothetical protein
B9J08_003118	scaffold00001:1073820-1074202	-	eukaryotic translation initiation factor eIF-1
B9J08_003119	scaffold00001:1075358-1076632	+	hypothetical protein
B9J08_003120	scaffold00001:1077434-1078807	+	hypothetical protein
B9J08_003121	scaffold00001:1078962-1079954	-	hypothetical protein
B9J08_003122	scaffold00001:1080216-1081676	-	NADH-ubiquinone oxidoreductase 51 kDa subunit%2C mitochondrial
B9J08_003123	scaffold00001:1082602-1083921	+	hypothetical protein
B9J08_003124	scaffold00001:1084018-1085214	+	hypothetical protein
B9J08_003125	scaffold00001:1085468-1086520	+	farnesyl pyrophosphate synthase
B9J08_003126	scaffold00001:1086653-1086937	-	hypothetical protein
B9J08_003127	scaffold00001:1088877-1089434	-	60S ribosomal protein L17-B
B9J08_003128	scaffold00001:1091106-1093520	+	hypothetical protein
B9J08_003129	scaffold00001:1093782-1094966	+	hypothetical protein
B9J08_003130	scaffold00001:1095390-1098281	-	hypothetical protein
B9J08_003131	scaffold00001:1098486-1099058	-	hypothetical protein
B9J08_003132	scaffold00001:1099263-1101359	-	hypothetical protein
B9J08_003133	scaffold00001:1102336-1102794	-	mitochondrial import inner membrane translocase subunit TIM17
B9J08_003134	scaffold00001:1103817-1105631	-	hypothetical protein
B9J08_003135	scaffold00001:1106024-1106905	-	hypothetical protein
B9J08_003136	scaffold00001:1107066-1108049	+	hypothetical protein
B9J08_003137	scaffold00001:1108127-1108495	+	hypothetical protein
B9J08_003138	scaffold00001:1109237-1110207	+	hypothetical protein
B9J08_003139	scaffold00001:1110267-1111544	-	hypothetical protein
B9J08_003140	scaffold00001:1111731-1112474	-	hypothetical protein
B9J08_003141	scaffold00001:1112584-1113364	+	hypothetical protein
B9J08_003142	scaffold00001:1113394-1114404	-	hypothetical protein
B9J08_003143	scaffold00001:1115232-1116203	+	hypothetical protein
B9J08_003144	scaffold00001:1117657-1119546	+	hypothetical protein
B9J08_003145	scaffold00001:1119592-1120272	+	hypothetical protein
B9J08_003146	scaffold00001:1120346-1120870	-	hypothetical protein
B9J08_003147	scaffold00001:1121853-1124840	+	hypothetical protein
B9J08_003148	scaffold00001:1125259-1126257	+	hypothetical protein
B9J08_003149	scaffold00001:1126366-1127235	-	hypothetical protein
B9J08_003150	scaffold00001:1127296-1128360	-	hypothetical protein
B9J08_003151	scaffold00001:1129477-1132434	+	hypothetical protein
B9J08_003152	scaffold00001:1132995-1135832	+	hypothetical protein
B9J08_003153	scaffold00001:1135916-1136653	-	YggS family pyridoxal phosphate enzyme
B9J08_003154	scaffold00001:1137824-1138690	+	hypothetical protein
B9J08_003155	scaffold00001:1138905-1140902	+	hypothetical protein
B9J08_003156	scaffold00001:1141158-1143311	+	hypothetical protein
B9J08_003157	scaffold00001:1143505-1144671	+	GPI-anchor transamidase
B9J08_003158	scaffold00001:1144849-1149333	+	hypothetical protein
B9J08_003159	scaffold00001:1149415-1150965	-	protein STE12
B9J08_003160	scaffold00001:1153384-1153465	+	tRNA-Leu
B9J08_003161	scaffold00001:1153546-1154247	-	hypothetical protein
B9J08_003162	scaffold00001:1154815-1156700	+	hypothetical protein
B9J08_003163	scaffold00001:1157060-1157133	-	tRNA-Val
B9J08_003164	scaffold00001:1157292-1157365	+	tRNA-Val
B9J08_003165	scaffold00001:1157457-1159211	-	hypothetical protein
B9J08_003166	scaffold00001:1159540-1160466	-	hypothetical protein
B9J08_003167	scaffold00001:1161731-1163509	+	hypothetical protein
B9J08_003168	scaffold00001:1163659-1165098	+	hypothetical protein
B9J08_003169	scaffold00001:1165204-1165650	-	hypothetical protein
B9J08_003170	scaffold00001:1166145-1166450	+	protein MGR2
B9J08_003171	scaffold00001:1166568-1167884	-	hypothetical protein
B9J08_003172	scaffold00001:1168032-1170287	-	protein GCN20
B9J08_003173	scaffold00001:1170436-1172295	-	hypothetical protein
B9J08_003174	scaffold00001:1172603-1174585	+	hypothetical protein
B9J08_003175	scaffold00001:1175566-1177155	+	hypothetical protein
B9J08_003176	scaffold00001:1177233-1178579	-	hypothetical protein
B9J08_003177	scaffold00001:1178774-1179991	+	diphthamide biosynthesis protein 1
B9J08_003178	scaffold00001:1180479-1182734	-	hypothetical protein
B9J08_003179	scaffold00001:1184638-1186161	-	hypothetical protein
B9J08_003180	scaffold00001:1190475-1191740	-	isocitrate dehydrogenase [NADP]%2C mitochondrial
B9J08_003181	scaffold00001:1192484-1192831	+	hypothetical protein
B9J08_003182	scaffold00001:1193174-1194475	+	hypothetical protein
B9J08_003183	scaffold00001:1194730-1194969	-	hypothetical protein
B9J08_003184	scaffold00001:1195600-1197762	-	hypothetical protein
B9J08_003185	scaffold00001:1197813-1198862	-	acyl-CoA thioesterase II
B9J08_003186	scaffold00001:1199549-1200562	-	acyl-CoA thioesterase II
B9J08_003187	scaffold00001:1200883-1201899	-	acyl-CoA thioesterase II
B9J08_003188	scaffold00001:1202243-1203427	-	hypothetical protein
B9J08_003189	scaffold00001:1203669-1205483	-	hypothetical protein
B9J08_003190	scaffold00001:1205793-1206758	+	hypothetical protein
B9J08_003191	scaffold00001:1206817-1207938	-	hypothetical protein
B9J08_003192	scaffold00001:1208116-1209237	-	hypothetical protein
B9J08_003193	scaffold00001:1209541-1213137	-	hypothetical protein
B9J08_003194	scaffold00001:1214110-1215015	-	hypothetical protein
B9J08_003195	scaffold00001:1215377-1218073	-	hypothetical protein
B9J08_003196	scaffold00001:1219278-1220733	-	tRNA dimethylallyltransferase
B9J08_003197	scaffold00001:1220853-1223147	-	hypothetical protein
B9J08_003198	scaffold00001:1223256-1225067	-	hypothetical protein
B9J08_003199	scaffold00001:1225255-1225328	-	tRNA-Asn
B9J08_003200	scaffold00001:1226055-1226867	+	hypothetical protein
B9J08_003201	scaffold00001:1226915-1231477	-	hypothetical protein
B9J08_003202	scaffold00001:1231816-1233435	-	hypothetical protein
B9J08_003203	scaffold00001:1235467-1235928	+	hypothetical protein
B9J08_003204	scaffold00001:1236000-1237418	+	hypothetical protein
B9J08_003205	scaffold00001:1237814-1238923	+	saccharopine dehydrogenase [NAD(+)%2C L-lysine-forming]
B9J08_003206	scaffold00001:1238976-1240172	-	hypothetical protein
B9J08_003207	scaffold00001:1240672-1242726	+	hypothetical protein
B9J08_003208	scaffold00001:1243080-1244357	+	hypothetical protein
B9J08_003209	scaffold00001:1244399-1245427	-	hypothetical protein
B9J08_003210	scaffold00001:1246039-1248477	+	hypothetical protein
B9J08_003211	scaffold00001:1248740-1249861	-	hypothetical protein
